id,alcohol,alcohol_bands,category,country,description,designation,price,price_bands,rating,rating_bands,region,subregion,subsubregion,title,url,varietal,vintage,winery,quantity
1431,16.0,High,Red,Italy,"Aromas of tilled earth, Asian spice and mature black-skinned fruit come together on this hearty red. Mirroring the nose, the robust palate evokes dried cherry marinated in spirits, ground pepper and a dollop of vanilla.",Nerofusco,55,Upper-Medium,88,Mediocre,Veneto,Amarone della Valpolicella,,Ca  d'Or 2014 Nerofusco  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/ca-dor-2014-nerofusco-amarone-della-valpolicella/,Red Blend,2014,Ca  d'Or,1
1529,16.0,High,Red,Italy,"This opens with aromas of black plum, baking spice and tobacco. The syrupy palate offers prune extract, vanilla and star anise set against chewy tannins.",,87,Upper-Medium,88,Mediocre,Veneto,Amarone della Valpolicella,,Monte Tondo 2014  Amarone della Valpolicella,https://www.winemag.com/buying-guide/monte-tondo-2014-amarone-della-valpolicella/,Red Blend,2014,Monte Tondo,1
694,16.0,High,Red,Italy,"This opens with aromas of dark cherry, cocoa and cedar. The concentrated palate delivers black currant jam, pepper and cinnamon alongside fine-grained tannins.",,55,Upper-Medium,91,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Tedeschi 2013  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/tedeschi-2013-amarone-della-valpolicella-classico-308166/,Red Blend,2013,Tedeschi,1
947,16.0,High,Red,Italy,"This opens with aromas of raisin, leather and scorched earth. The brawny palate delivers dried black cherry, black pepper and tobacco alongside firm ripe tannins.",,65,Upper-Medium,90,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Monte Santoccio 2013  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/monte-santoccio-2013-amarone-della-valpolicella-classico-307480/,Red Blend,2013,Monte Santoccio,1
989,16.0,High,Red,Italy,"Aromas of black-skinned fruit, leather and baking spices take center stage. The hearty full-bodied palate offers raisin, white pepper and clove alongside velvety tannins.",,66,Upper-Medium,90,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Vigneti di Ettore 2013  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/vigneti-di-ettore-2013-amarone-della-valpolicella-classico/,Red Blend,2013,Vigneti di Ettore,1
1098,16.0,High,Red,Italy,"Aromas of plum cake, vanilla and baking spice lift out of the glass. The dense palate delivers prune, clove and white pepper alongside rounded tannins.",,59,Upper-Medium,89,Mediocre,Veneto,Amarone della Valpolicella,,Dal Cero 2013  Amarone della Valpolicella,https://www.winemag.com/buying-guide/dal-cero-2013-amarone-della-valpolicella/,Red Blend,2013,Dal Cero,1
1162,16.0,High,Red,Italy,"This has aromas of mature black-skinned fruit, leather and underbrush. The bolddense palate shows blackberry jam, licorice, clove and black pepper alongside polished tannins.",,60,Upper-Medium,89,Mediocre,Veneto,Amarone della Valpolicella Classico,,La Dama 2013  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/la-dama-2013-amarone-della-valpolicella-classico/,Red Blend,2013,La Dama,1
1457,16.0,High,Red,Italy,"Aromas of toasted oak, dark cooking spice and mature black-skinned fruit emerge from the glass. The linear palate offers coconut, roasted coffee bean and raisin alongside grainy tannins.",Campedel,80,Upper-Medium,88,Mediocre,Veneto,Amarone della Valpolicella,,Gamba 2013 Campedel  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/gamba-2013-campedel-amarone-della-valpolicella/,Red Blend,2013,Gamba,1
1486,16.0,High,Red,Italy,"Aromas of ripe dark fruit, mocha and toasted oak lead the way. The dense chewy palate delivers raisin, licorice and cocoa alongside close-grained tannins.",,49,Reasonable,88,Mediocre,Veneto,Amarone della Valpolicella Classico,,Spada 2013  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/spada-2013-amarone-della-valpolicella-classico-308298/,Red Blend,2013,Spada,1
802,16.0,High,Red,Italy,"This opens with aromas of ripe dark-skinned fruit, mocha and cooking spice. The forward palate offers blackberry jam, tobacco and star anise alongside firm tannins.",Rethico,60,Upper-Medium,90,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Bolla 2012 Rethico  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/bolla-2012-rethico-amarone-della-valpolicella-classico/,Red Blend,2012,Bolla,1
1107,16.0,High,Red,Italy,"Ripe dark-berry, underbrush and baking-spice aromas form the nose. The hearty palate offers raisin, dill, clove and black pepper alongside velvety tannins.",Corte Manara,55,Upper-Medium,89,Mediocre,Veneto,Amarone della Valpolicella Classico,,Manara 2012 Corte Manara  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/manara-2012-corte-manara-amarone-della-valpolicella-classico/,Red Blend,2012,Manara,1
1171,16.0,High,Red,Italy,"This has aromas evoking cocoa, underbrush and mature black plum. The firm palate delivers prune, espresso and star anise alongside tightly wound tannins.",Riserva,100,Upper-Medium,89,Mediocre,Veneto,Amarone della Valpolicella Classico,,Farina 2012 Riserva  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/farina-2012-riserva-amarone-della-valpolicella-classico-308176/,Red Blend,2012,Farina,1
1310,16.0,High,Red,Italy,"This opens with aromas of exotic spice, mature dark-skinned fruit and cocoa. The brawny palate offers raisin, blackberry jam and tobacco alongside tightly knit tannins.",Proemio,79,Upper-Medium,90,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Vogadori 2012 Proemio  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/vogadori-2012-proemio-amarone-della-valpolicella-classico/,Red Blend,2012,Vogadori,1
1443,16.0,High,Red,Italy,"Aromas of mature black-skinned fruit, tilled soil and baking spice lead the nose. The solid palate offers prune, dried cherry, walnut and a confectionery note alongside buffed tannins.",,33,Reasonable,88,Mediocre,Veneto,Amarone della Valpolicella Classico,,San Michele 2012  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/san-michele-2012-amarone-della-valpolicella-classico/,Red Blend,2012,San Michele,1
1450,16.0,High,Red,Italy,"This opens with ripe black-skinned fruit, vanilla and mocha aromas. The grainy palate delivers prune, espresso and clove alongside assertive tannins.",Postera,65,Upper-Medium,88,Mediocre,Veneto,Amarone della Valpolicella Classico,,Manara 2012 Postera  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/manara-2012-postera-amarone-della-valpolicella-classico/,Red Blend,2012,Manara,1
118,16.0,High,Red,Italy,"Enticing scents of cocoa, blackberry preserve, new leather and baking spice fill the glass. The full-bodied palate combines velvety finesse and power, delivering spiced plum, raisin, clove and tobacco set against polished fine-grained atannins. Fresh acidity lifts the rich flavors while a licorice note lingers on the close. Drink 2021 - 2031.",Campolongo di Torbe,160,Expensive,94,Very Good,Veneto,Amarone della Valpolicella Classico,,Masi 2011 Campolongo di Torbe  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/masi-2011-campolongo-di-torbe-amarone-della-valpolicella-classico-307647/,Red Blend,2011,Masi,1
371,16.0,High,Red,Italy,"Aromas of baked plum, blue flower, underbrush and a balsamic note lead the nose. The concentrated, savory palate offers blackberry jam, dried black cherry, star anise and cinnamon alongside fine-grained, velvety tannins.",Gaso,60,Upper-Medium,93,Very Good,Veneto,Amarone della Valpolicella,,San Rustico 2011 Gaso  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/san-rustico-2011-gaso-amarone-della-valpolicella/,Red Blend,2011,San Rustico,1
610,16.0,High,Red,Italy,"This opens with aromas of violet, black-skinned berry, underbrush and a whiff of exotic spice. The firmly structured concentrated palate doles out dried black cherry, raspberry jam, clove and black pepper alongside fine-grained tannins. Drink now through 2029.",Le Balze Riserva,90,Upper-Medium,93,Very Good,Veneto,Amarone della Valpolicella Classico,,Novaia 2011 Le Balze Riserva  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/novaia-2011-le-balze-riserva-amarone-della-valpolicella-classico/,Red Blend,2011,Novaia,1
673,16.0,High,Red,Italy,"Ripe dark-berry, underbrush and baking-spice aromas lead the nose. The concentrated palate delivers blackberry jam, licorice and tobacco alongside polished chewy tannins.",,90,Upper-Medium,91,Pretty Good,Veneto,Amarone della Valpolicella,,Fattori 2011  Amarone della Valpolicella,https://www.winemag.com/buying-guide/fattori-2011-amarone-della-valpolicella/,Red Blend,2011,Fattori,1
744,16.0,High,Red,Italy,"Underbrush, tobacco leaf, toasted oak and leather aromas lead the way. It's tight and concentrated, offering cassis, kirsch, prune, clove and licorice alongside firm, close-grained tannins that grip the close. It closes on a hazelnut note. Drink 2023 - 2031.",Mazzano,180,Expensive,92,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Masi 2011 Mazzano  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/masi-2011-mazzano-amarone-della-valpolicella-classico-307648/,Red Blend,2011,Masi,1
829,16.0,High,Red,Italy,"Underbrush, sunbaked earth, crushed herb and ground spice aromas lead the nose. The brawny, concentrated palate offers raisin, cherry marinated in spirits and licorice alongside fine-grained tannins. Roasted coffee bean marks the close.",Calcarole,85,Upper-Medium,91,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Guerrieri Rizzardi 2011 Calcarole  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/guerrieri-rizzardi-2011-calcarole-amarone-della-valpolicella-classico-307646/,Red Blend,2011,Guerrieri Rizzardi,1
860,16.0,High,Red,Italy,"This opens with aromas suggesting tilled soil, leather and mature black-skinned fruit. The concentrated palate delivers blackberry jam, cocoa, licorice and white pepper alongside chewy tannins.",Tremenel,60,Upper-Medium,91,Pretty Good,Veneto,Amarone della Valpolicella,,Villa Erbice 2011 Tremenel  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/villa-erbice-2011-tremenel-amarone-della-valpolicella-308192/,Red Blend,2011,Villa Erbice,1
958,16.0,High,Red,Italy,"Underbrush, cedar and black-plum aromas take center stage on this bold red. The firm palate offers prune, mocha, black pepper and licorice alongside bracing tannins.",Montefante Riserva,100,Upper-Medium,90,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Farina 2011 Montefante Riserva  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/farina-2011-montefante-riserva-amarone-della-valpolicella-classico-308177/,Red Blend,2011,Farina,1
1085,16.0,High,Red,Italy,"Made with organically farmed grapes, this has aromas of iris, spiced plum and a whiff of mocha. The structured palate offers blackberry jam, espresso and star anise alongside fine-grained tannins.",Monte Tabor,80,Upper-Medium,90,Pretty Good,Veneto,Amarone della Valpolicella,,Fidora 2011 Monte Tabor  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/fidora-2011-monte-tabor-amarone-della-valpolicella/,Red Blend,2011,Fidora,1
1315,16.0,High,Red,Italy,"This opens with aromas of ripe dark-skinned fruit, tilled soil and baking spice. The chewy concentrated palate offers prune, dried cherry, star anise and tobacco alongside polished tannins.",,80,Upper-Medium,90,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Secondo Marco 2011  Amarone della Valpolicella Classico,https://www.winemag.com/buying-guide/secondo-marco-2011-amarone-della-valpolicella-classico/,Red Blend,2011,Secondo Marco,1
1337,16.0,High,Red,Italy,"This opens with aromas of baked plum, exotic spice, scorched earth and a whiff of nail polish. Smooth and dense, the chewy palate doles out blackberry extract, cherry marinated in spirits and clove alongside fine-grained tannins.",Villa Rizzardi,50,Reasonable,90,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Guerrieri Rizzardi 2011 Villa Rizzardi  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/guerrieri-rizzardi-2011-villa-rizzardi-amarone-della-valpolicella-classico-307645/,Red Blend,2011,Guerrieri Rizzardi,1
1561,16.0,High,Red,Italy,"Toasted oak, espresso and black-cherry aromas lead the nose. The dense palate offers vanilla, roasted coffee bean and blackberry jam alongside bracing tannins.",Vigneto Cav,105,Expensive,88,Mediocre,Veneto,Amarone della Valpolicella,,Corte Moschina 2011 Vigneto Cav  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/corte-moschina-2011-vigneto-cav-amarone-della-valpolicella/,Red Blend,2011,Corte Moschina,1
449,16.0,High,Red,Italy,"Made with organically farmed dried grapes, this opens with aromas of stewed prune, baking spice and vanilla. The big savory palate doles out black-currant jam, licorice, nutmeg and white pepper alongside fine-grained tannins.",Riserva,25,Reasonable,92,Pretty Good,Veneto,Amarone della Valpolicella,,Tenuta Vignega 2010 Riserva  (Amarone della Valpolicella),https://www.winemag.com/buying-guide/tenuta-vignega-2010-riserva-amarone-della-valpolicella-308180/,Red Blend,2010,Tenuta Vignega,1
1228,16.0,High,Red,Italy,"This opens with aromas evoking raisin, underbrush and dried tobacco leaf. The chewy palate delivers dried sour cherry, prune and licorice alongside firm tannins.",Albasini,99,Upper-Medium,89,Mediocre,Veneto,Amarone della Valpolicella Classico,,Villa Spinosa 2010 Albasini  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/villa-spinosa-2010-albasini-amarone-della-valpolicella-classico/,Red Blend,2010,Villa Spinosa,1
1126,16.0,High,Red,Italy,"Steeped prune, tilled soil and vanilla aromas come together on this. The concentrated chewy palate delivers raisin, tobacco, clove and star anise alongside round tannins. It's ready now so drink through 2023.",Ambrosan,100,Upper-Medium,90,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Nicolis 2009 Ambrosan  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/nicolis-2009-ambrosan-amarone-della-valpolicella-classico/,Red Blend,2009,Nicolis,1
1439,16.0,High,Red,Italy,"Aromas of scorched earth, ripe black-skinned fruit and cooking spice lead the way. The robust monolithic palate offers blackberry jam, prune, tobacco and a hint of mocha alongside rounded tannins.",,56,Upper-Medium,88,Mediocre,Veneto,Amarone della Valpolicella,,Trabucchi d'Illasi 2009  Amarone della Valpolicella,https://www.winemag.com/buying-guide/trabucchi-dillasi-2009-amarone-della-valpolicella/,Red Blend,2009,Trabucchi d'Illasi,1
407,16.0,High,Red,Italy,"Aromas of underbrush, leather, and spiced plum lead the nose. The big chewy palate doles out dried black cherry, licorice and tobacco alongside firm polished tannins.",Guglielmi di Jago 10 Years,180,Expensive,91,Pretty Good,Veneto,Amarone della Valpolicella Classico,,Villa Spinosa 2007 Guglielmi di Jago 10 Years  (Amarone della Valpolicella Classico),https://www.winemag.com/buying-guide/villa-spinosa-2007-guglielmi-di-jago-10-years-amarone-della-valpolicella-classico/,Red Blend,2007,Villa Spinosa,1
